Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
361,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,.473,0.2,1.0,.243,1.4,2.4,.565,.508,0.8,1.0,.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,theisda01
362,Aaron Holiday,28,HOU,PG,36,1,11.4,1.4,3.4,.419,0.9,2.3,.373,0.6,1.1,.512,.544,0.5,0.5,.895,0.2,0.8,0.9,1.2,0.4,0.1,0.5,1.1,4.2,,holidaa01
363,Reggie Jackson,34,PHI,PG,30,1,12.4,1.6,4.3,.372,0.8,2.4,.319,0.8,1.9,.439,.461,0.2,0.3,.778,0.3,1.1,1.4,1.5,0.5,0.1,0.6,1.1,4.2,,jacksre01
364,Patty Mills,36,2TM,PG,18,0,14.8,1.4,4.4,.329,0.9,3.3,.283,0.5,1.1,.474,.437,0.3,0.3,1.000,0.2,1.0,1.2,1.2,0.7,0.2,0.9,0.7,4.1,,millspa02
364,Patty Mills,36,UTA,PG,17,0,15.3,1.5,4.5,.342,1.0,3.4,.298,0.5,1.1,.474,.454,0.3,0.3,1.000,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,,millspa02
364,Patty Mills,36,LAC,PG,1,0,7.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,millspa02
365,Jeff Green,38,HOU,PF,14,2,10.4,1.5,2.8,.538,0.6,1.7,.333,0.9,1.1,.867,.641,0.5,0.6,.778,0.1,1.1,1.3,0.2,0.2,0.1,0.3,1.0,4.1,,greenje02
366,Mason Plumlee,34,PHO,C,48,18,17.5,1.6,2.7,.577,0.0,0.0,.000,1.6,2.7,.586,.577,0.9,1.5,.616,1.7,4.7,6.4,1.9,0.4,0.8,0.9,2.2,4.1,,plumlma01
367,Andre Jackson Jr.,23,MIL,SG,46,38,17.5,1.6,3.5,.469,0.6,1.5,.388,1.1,2.0,.527,.550,0.2,0.4,.556,1.2,2.2,3.3,1.5,0.6,0.3,1.1,2.2,4.0,,jacksan01
368,Kris Murray,24,POR,SF,42,0,13.7,1.7,3.6,.458,0.4,1.5,.262,1.3,2.2,.587,.510,0.3,0.8,.438,1.0,1.2,2.2,0.9,0.4,0.2,0.5,0.9,4.0,,murrakr01
369,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,richajo01
370,Gui Santos,22,GSW,PF,25,1,12.6,1.4,3.0,.473,0.8,1.9,.404,0.6,1.1,.593,.601,0.4,0.7,.647,1.1,1.6,2.7,1.2,0.4,0.1,0.6,1.4,4.0,,santogu01
371,Cam Spencer,24,MEM,SG,10,0,12.1,1.3,3.0,.433,0.5,1.6,.313,0.8,1.4,.571,.517,0.9,0.9,1.000,0.5,1.2,1.7,1.6,0.3,0.1,0.5,1.1,4.0,,spencca01
372,Jae'Sean Tate,29,HOU,SF,31,2,11.4,1.5,3.1,.495,0.2,0.7,.286,1.3,2.4,.554,.526,0.8,1.2,.676,0.9,1.2,2.1,0.8,0.6,0.1,0.4,1.8,4.0,,tateja01
373,Gary Harris,30,ORL,SG,23,2,16.1,1.4,3.5,.400,1.0,2.7,.355,0.4,0.8,.556,.538,0.2,0.3,.500,0.5,0.7,1.1,0.4,0.7,0.3,0.5,0.8,3.9,,harriga01
374,Richaun Holmes,31,WAS,PF,12,0,11.5,1.6,2.8,.559,0.0,0.2,.000,1.6,2.7,.594,.559,0.8,0.9,.818,1.4,2.6,4.0,0.8,0.2,0.5,0.4,1.1,3.9,,holmeri01
375,Pelle Larsson,23,MIA,SG,31,1,12.6,1.4,3.1,.458,0.5,1.5,.304,1.0,1.6,.600,.531,0.6,1.0,.645,0.4,1.0,1.5,0.9,0.5,0.1,0.4,1.7,3.9,,larsspe01
376,Cody Williams,20,UTA,SG,26,12,21.0,1.4,4.6,.300,0.6,2.4,.238,0.8,2.2,.368,.363,0.5,0.8,.636,0.5,1.7,2.2,1.3,0.5,0.4,0.8,1.9,3.9,,willico04
377,Steven Adams,31,HOU,C,35,2,12.6,1.5,2.6,.578,0.0,0.0,,1.5,2.6,.578,.578,0.8,1.8,.452,2.6,2.6,5.2,1.1,0.3,0.5,0.9,1.1,3.8,,adamsst01
378,Jamal Cain,25,NOP,SF,19,0,12.4,1.4,3.1,.448,0.5,1.6,.323,0.8,1.4,.593,.534,0.5,0.8,.625,0.8,1.6,2.4,0.5,0.5,0.4,0.4,1.3,3.8,,cainja01
379,Ousmane Dieng,21,OKC,C,28,0,11.5,1.4,3.6,.400,0.6,2.0,.281,0.9,1.5,.558,.480,0.4,0.6,.688,0.5,1.9,2.4,1.0,0.5,0.2,0.5,0.9,3.8,,diengou01
380,Micah Potter,26,UTA,C,20,8,17.6,1.3,3.3,.400,0.9,2.6,.353,0.4,0.7,.571,.538,0.3,0.4,.857,1.1,2.8,3.9,0.8,0.3,0.5,0.6,1.3,3.8,,pottemi01
381,Dario Šarić,30,DEN,C,13,4,14.8,1.4,4.2,.333,0.5,1.8,.250,0.9,2.3,.400,.389,0.5,0.8,.700,1.0,2.6,3.6,1.7,0.5,0.1,1.1,1.4,3.8,,saricda01
382,Dalen Terry,22,CHI,SG,47,1,12.7,1.4,3.1,.451,0.4,1.1,.352,1.0,1.9,.511,.517,0.6,0.9,.690,0.6,0.9,1.5,1.2,0.5,0.2,0.7,1.5,3.8,,terryda01
383,Devin Carter,22,SAC,PG,14,0,9.9,1.1,3.9,.296,0.5,2.0,.250,0.6,1.9,.346,.361,0.8,1.0,.786,0.4,2.1,2.6,1.2,0.1,0.2,0.5,1.0,3.6,,cartede02
384,Jeff Dowtin,27,PHI,PG,23,0,11.1,1.4,3.5,.400,0.3,1.0,.261,1.1,2.5,.456,.438,0.5,0.7,.706,0.1,1.0,1.2,1.4,0.3,0.2,0.1,0.6,3.6,,dowtije01
385,Luka Garza,26,MIN,C,18,0,5.2,1.4,2.8,.490,0.3,0.9,.294,1.1,1.9,.588,.539,0.5,0.7,.750,0.6,0.7,1.3,0.1,0.1,0.1,0.3,0.7,3.6,,garzalu01
386,Elijah Harkless,24,UTA,SG,9,0,15.0,1.2,3.9,.314,0.8,2.8,.280,0.4,1.1,.400,.414,0.3,0.7,.500,1.0,1.3,2.3,0.9,1.1,0.1,0.3,1.9,3.6,,harklej01
387,Oso Ighodaro,22,PHO,PF,39,2,15.2,1.5,2.7,.566,0.0,0.1,.000,1.5,2.7,.577,.566,0.5,0.9,.543,0.9,2.4,3.3,0.9,0.5,0.3,0.6,1.6,3.6,,ighodos01
388,Isaac Jones,24,SAC,PF,24,0,8.5,1.5,2.3,.667,0.0,0.2,.250,1.5,2.1,.700,.676,0.6,1.0,.560,0.5,1.0,1.4,0.3,0.1,0.3,0.5,1.0,3.6,,jonesis01
389,Olivier-Maxence Prosper,22,DAL,PF,40,2,9.7,1.2,3.0,.405,0.2,1.0,.225,1.0,2.0,.494,.442,0.9,1.4,.625,0.9,1.5,2.4,0.7,0.4,0.1,0.3,0.5,3.6,,prospol01
390,Reed Sheppard,20,HOU,PG,35,0,11.7,1.3,4.2,.315,0.7,2.5,.284,0.6,1.7,.362,.401,0.2,0.3,.889,0.4,1.1,1.4,1.1,0.6,0.4,0.6,0.9,3.6,,sheppre01
391,Jevon Carter,29,CHI,PG,23,0,6.5,1.2,2.9,.418,0.8,2.1,.375,0.4,0.8,.526,.552,0.3,0.3,.750,0.1,0.8,0.9,0.7,0.3,0.0,0.3,0.3,3.5,,carteje01
392,DeAndre Jordan,36,DEN,C,35,2,11.7,1.6,2.4,.647,0.0,0.0,,1.6,2.4,.647,.647,0.3,0.8,.414,1.3,3.2,4.5,0.8,0.3,0.5,0.7,1.3,3.5,,jordade01
393,Nicolas Batum,36,LAC,PF,48,1,17.6,1.1,2.9,.396,0.9,2.4,.386,0.2,0.5,.440,.554,0.2,0.3,.786,0.7,2.2,2.9,1.4,0.6,0.4,0.4,1.5,3.4,,batumni01
394,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01
395,Doug McDermott,33,SAC,SF,31,3,8.4,1.2,2.7,.424,1.0,2.3,.431,0.2,0.4,.385,.606,0.1,0.2,.600,0.1,0.5,0.5,0.1,0.1,0.0,0.2,0.9,3.4,,mcderdo01
396,Jaylen Clark,23,MIN,SG,8,0,9.4,1.1,2.9,.391,0.4,1.3,.300,0.8,1.6,.462,.457,0.6,0.8,.833,0.6,0.8,1.4,0.5,0.4,0.0,0.0,1.4,3.3,,clarkja02
397,Jock Landale,29,HOU,C,24,0,9.8,1.2,2.8,.426,0.2,0.3,.500,1.0,2.5,.417,.456,0.7,1.1,.615,1.3,1.5,2.8,0.9,0.2,0.3,0.5,0.8,3.3,,landajo01
398,Cam Reddish,25,LAL,SF,31,8,18.1,1.2,2.8,.430,0.4,1.5,.289,0.8,1.3,.585,.506,0.5,0.8,.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.4,3.3,,reddica01
399,Bol Bol,25,PHO,PF,13,0,5.8,1.2,2.2,.536,0.2,1.0,.231,0.9,1.2,.800,.589,0.6,0.9,.667,0.5,1.1,1.5,0.2,0.0,0.2,0.5,0.2,3.2,,bolbo01
400,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,,brownmo01
401,Damion Lee,32,PHO,SG,12,0,5.8,1.0,3.0,.333,0.3,1.6,.158,0.8,1.4,.529,.375,0.9,0.9,1.000,0.1,0.8,0.8,0.6,0.3,0.0,0.4,0.2,3.2,,leeda03
402,Wendell Moore Jr.,23,DET,SG,20,1,11.0,1.2,2.5,.460,0.2,0.7,.286,1.0,1.8,.528,.500,0.7,0.7,.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,,moorewe01
403,Jarred Vanderbilt,25,LAL,PF,5,0,14.8,1.4,3.2,.438,0.2,0.8,.250,1.2,2.4,.500,.469,0.2,0.4,.500,2.2,3.2,5.4,1.2,2.0,0.0,0.4,1.8,3.2,,vandeja01
404,Jabari Walker,22,POR,SF,37,1,10.1,1.3,2.9,.453,0.2,0.9,.206,1.1,1.9,.569,.486,0.4,0.7,.615,0.8,2.0,2.8,0.5,0.5,0.1,0.5,1.2,3.2,,walkeja01
405,Branden Carlson,25,OKC,C,15,0,6.3,1.1,2.3,.457,0.8,1.9,.429,0.3,0.5,.571,.629,0.1,0.1,1.000,0.3,1.3,1.7,0.4,0.1,0.4,0.1,0.7,3.1,,carlsbr01
406,JT Thor,22,CLE,PF,9,0,4.7,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.8,0.9,.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,thorjt01
407,Blake Wesley,21,SAS,SG,31,0,9.3,1.2,2.6,.463,0.1,0.7,.190,1.1,2.0,.557,.488,0.5,0.7,.739,0.2,0.5,0.7,1.9,0.5,0.1,0.9,0.5,3.1,,weslebl01
408,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,.385,0.4,1.4,.265,0.7,1.4,.511,.453,0.5,0.6,.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,klebima01
409,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02
410,Tyler Smith,20,MIL,PF,14,0,5.0,1.1,2.4,.485,0.6,1.4,.400,0.6,0.9,.615,.606,0.1,0.3,.500,0.3,1.1,1.4,0.3,0.1,0.2,0.4,0.5,3.0,,smithty02
411,Jaylon Tyson,22,CLE,SG,31,2,9.1,1.1,2.6,.432,0.4,1.1,.333,0.8,1.5,.500,.500,0.4,0.5,.733,0.7,1.4,2.1,0.8,0.2,0.1,0.4,1.0,3.0,,tysonja01
412,Orlando Robinson,24,2TM,C,15,0,8.8,1.0,2.6,.385,0.1,0.6,.111,0.9,2.0,.467,.397,0.9,1.2,.722,0.7,1.5,2.2,0.8,0.4,0.2,0.7,1.3,2.9,,robinor01
412,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,robinor01
412,Orlando Robinson,24,TOR,C,6,0,12.5,1.3,3.7,.364,0.0,0.7,.000,1.3,3.0,.444,.364,1.5,1.8,.818,1.2,2.0,3.2,0.5,0.5,0.3,1.0,2.2,4.2,,robinor01
413,Jae Crowder,34,SAC,PF,7,2,13.1,0.9,2.4,.353,0.4,1.7,.250,0.4,0.7,.600,.441,0.7,0.9,.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,,crowdja01
414,Caleb Houstan,22,ORL,SF,34,5,12.1,0.9,2.9,.316,0.8,2.5,.306,0.1,0.4,.385,.449,0.3,0.3,1.000,0.4,0.6,1.0,0.4,0.2,0.1,0.1,1.0,2.9,,houstca01
415,AJ Johnson,20,MIL,SG,7,0,6.3,1.1,2.7,.421,0.4,0.7,.600,0.7,2.0,.357,.500,0.1,0.3,.500,0.0,1.0,1.0,1.0,0.1,0.0,0.6,0.0,2.9,,johnsaj01
416,Adem Bona,21,PHI,C,34,1,10.8,1.0,1.5,.686,0.0,0.0,,1.0,1.5,.686,.686,0.7,1.2,.625,1.0,1.8,2.8,0.3,0.2,0.8,0.7,1.9,2.8,,bonaad01
417,John Konchar,28,MEM,SG,26,3,14.1,1.0,2.5,.415,0.5,1.7,.311,0.5,0.8,.650,.523,0.2,0.2,.833,1.0,3.0,4.0,1.1,0.5,0.4,0.4,0.9,2.8,,konchjo01
418,A.J. Lawson,24,TOR,SG,4,0,3.8,1.0,2.0,.500,0.5,1.3,.400,0.5,0.8,.667,.625,0.3,0.8,.333,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,2.8,,lawsoaj01
419,Brandon Williams,25,DAL,PG,17,0,7.1,0.9,2.4,.400,0.3,0.9,.333,0.6,1.5,.440,.463,0.6,0.8,.769,0.1,0.6,0.8,1.1,0.2,0.0,0.6,0.4,2.8,,willibr03
420,Kobe Brown,25,LAC,PF,20,0,8.0,1.2,2.4,.489,0.2,0.8,.250,1.0,1.6,.613,.532,0.2,0.2,.750,0.8,1.5,2.3,0.7,0.2,0.1,0.3,0.7,2.7,,brownko01
421,Josh Minott,22,MIN,SF,30,0,7.2,1.1,2.3,.471,0.2,1.0,.241,0.8,1.3,.641,.522,0.3,0.4,.818,0.2,0.8,1.1,0.4,0.4,0.3,0.2,0.9,2.7,,minotjo01
422,Drew Peterson,25,BOS,PF,13,0,9.0,0.8,1.8,.458,0.5,1.4,.389,0.3,0.5,.667,.604,0.5,0.5,.857,0.4,1.6,2.0,0.6,0.2,0.2,0.4,0.9,2.7,,peterdr01
423,Landry Shamet,27,NYK,SG,19,0,10.4,1.1,2.7,.404,0.5,1.6,.290,0.6,1.1,.571,.490,0.1,0.2,.250,0.3,0.5,0.8,0.4,0.4,0.1,0.4,0.7,2.7,,shamela01
424,Tristan Vukcevic,21,WAS,C,9,0,4.7,1.0,2.3,.429,0.2,1.2,.182,0.8,1.1,.700,.476,0.4,0.6,.800,0.4,0.4,0.9,0.4,0.0,0.1,0.3,0.4,2.7,,vukcetr01
425,Jeenathan Williams,25,HOU,SG,6,0,3.5,1.2,1.5,.778,0.3,0.7,.500,0.8,0.8,1.000,.889,0.0,0.0,,0.0,0.5,0.5,0.2,0.3,0.2,0.2,0.2,2.7,,willije02
426,Jalen Pickett,25,DEN,SG,20,0,8.2,1.0,2.3,.435,0.5,1.2,.417,0.5,1.1,.455,.543,0.1,0.1,1.000,0.2,0.7,0.9,1.5,0.2,0.1,0.4,0.5,2.6,,pickeja02
427,Craig Porter Jr.,24,CLE,PG,29,0,8.1,1.0,1.8,.588,0.3,0.5,.533,0.8,1.2,.611,.667,0.2,0.3,.750,0.1,0.7,0.9,1.0,0.2,0.3,0.5,0.4,2.6,,portecr01
428,E.J. Liddell,24,CHI,PF,6,0,5.2,0.8,1.3,.625,0.5,1.0,.500,0.3,0.3,1.000,.813,0.3,0.3,1.000,0.2,0.7,0.8,0.5,0.2,0.2,0.3,1.3,2.5,,liddeej01
429,Rayan Rupert,20,POR,SG,35,0,7.9,0.9,2.2,.410,0.3,1.0,.286,0.6,1.2,.512,.474,0.4,0.5,.722,0.6,0.6,1.1,0.5,0.2,0.1,0.5,0.5,2.5,,ruperra01
430,Delon Wright,32,MIL,PG,26,2,15.6,0.8,3.2,.268,0.5,1.9,.245,0.4,1.3,.303,.341,0.3,0.6,.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,,wrighde01
431,Johnny Davis,22,WAS,SG,33,0,7.3,1.0,2.4,.410,0.2,0.9,.241,0.8,1.5,.510,.455,0.3,0.5,.600,0.3,0.8,1.2,0.3,0.5,0.2,0.2,0.5,2.4,,davisjo06
432,Taj Gibson,39,CHO,C,20,11,10.8,1.0,2.3,.435,0.1,0.1,.500,1.0,2.2,.432,.446,0.4,0.6,.583,1.5,2.0,3.4,0.6,0.3,0.5,0.7,1.5,2.4,,gibsota01
433,Pat Spencer,28,GSW,PG,18,0,6.8,0.9,2.5,.378,0.1,0.6,.200,0.8,1.9,.429,.400,0.4,0.6,.700,0.5,0.8,1.3,1.5,0.4,0.1,0.6,0.4,2.4,,spencpa01
434,Reece Beekman,23,2TM,PG,19,0,10.7,0.9,2.5,.375,0.2,0.9,.235,0.7,1.6,.452,.417,0.2,0.4,.571,0.3,0.5,0.8,1.5,0.6,0.1,0.5,0.5,2.3,,beekmre01
434,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,beekmre01
434,Reece Beekman,23,BRK,PG,17,0,11.7,1.0,2.8,.362,0.2,1.0,.235,0.8,1.8,.433,.404,0.2,0.4,.571,0.2,0.6,0.8,1.6,0.6,0.1,0.5,0.5,2.5,,beekmre01
435,Dominick Barlow,21,ATL,SF,13,1,6.8,0.9,2.2,.429,0.2,0.5,.286,0.8,1.6,.476,.464,0.3,0.5,.571,0.2,1.0,1.2,0.2,0.2,0.2,0.0,0.5,2.3,,barlodo01
436,Vlatko Čančar,27,DEN,PF,4,0,8.5,1.0,1.8,.571,0.3,0.5,.500,0.8,1.3,.600,.643,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,1.0,2.3,,cancavl01
437,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,quinole01
438,Duop Reath,28,POR,C,25,0,5.3,0.8,2.0,.380,0.4,1.4,.314,0.3,0.6,.533,.490,0.3,0.4,.800,0.4,0.5,0.9,0.2,0.0,0.1,0.2,0.6,2.3,,reathdu01
439,Kai Jones,24,LAC,C,27,0,7.6,0.9,1.3,.714,0.0,0.1,.000,0.9,1.2,.758,.714,0.3,0.4,.750,0.6,1.1,1.7,0.4,0.2,0.5,0.4,0.9,2.2,,joneska01
440,Trey Jemison,25,2TM,C,21,0,9.9,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.4,1.2,.360,1.2,1.7,2.9,0.5,0.4,0.5,0.6,1.8,2.1,,jemistr01
440,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,.469,0.0,0.0,,0.9,2.0,.469,.469,0.5,1.3,.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01
440,Trey Jemison,25,LAL,C,5,0,8.2,0.6,1.4,.429,0.0,0.0,,0.6,1.4,.429,.429,0.2,0.8,.250,0.6,2.8,3.4,0.2,0.2,0.8,0.6,2.0,1.4,,jemistr01
441,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,,baldwpa01
442,MarJon Beauchamp,24,MIL,SF,25,0,4.8,0.7,1.9,.383,0.3,0.8,.333,0.4,1.0,.423,.457,0.4,0.5,.750,0.2,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.1,,beaucma01
443,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,,duartch01
444,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,nancepe01
445,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
446,Dillon Jones,23,OKC,SF,29,0,9.2,0.8,2.3,.324,0.2,1.3,.184,0.5,1.0,.500,.375,0.3,0.5,.571,0.7,1.4,2.1,0.9,0.2,0.1,0.4,1.0,2.0,,jonesdi01
447,Cory Joseph,33,ORL,PG,29,0,7.6,0.7,2.0,.356,0.5,1.4,.350,0.2,0.7,.368,.475,0.1,0.1,.500,0.2,0.6,0.8,0.8,0.4,0.1,0.4,0.6,2.0,,josepco01
448,Christian Koloko,24,LAL,C,27,0,8.6,0.9,1.5,.625,0.0,0.1,.000,0.9,1.4,.658,.625,0.2,0.2,.833,1.0,1.2,2.1,0.4,0.3,0.3,0.3,1.1,2.0,,kolokch01
449,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,reeseal01
450,Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,,sanogad01
451,Hunter Tyson,24,DEN,PF,34,0,7.5,0.6,1.7,.373,0.3,1.1,.306,0.3,0.7,.478,.466,0.4,0.6,.737,0.3,1.2,1.5,0.4,0.1,0.1,0.3,0.9,2.0,,tysonhu01
452,TyTy Washington Jr.,23,PHO,PG,4,0,7.0,0.8,1.5,.500,0.5,0.8,.667,0.3,0.8,.333,.667,0.0,0.0,,0.0,0.3,0.3,1.0,0.5,0.0,0.3,0.0,2.0,,washity02
453,Johnny Furphy,20,IND,SG,32,0,7.3,0.7,1.7,.382,0.3,1.0,.344,0.3,0.7,.435,.482,0.3,0.3,1.000,0.4,0.6,1.0,0.3,0.3,0.2,0.3,0.8,1.9,,furphjo01
454,Tyler Kolek,23,NYK,PG,28,0,5.2,0.6,1.7,.383,0.4,1.0,.393,0.3,0.7,.368,.500,0.2,0.2,1.000,0.1,0.5,0.5,0.8,0.3,0.0,0.3,0.4,1.9,,kolekty01
455,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,.364,0.4,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,,mclaujo01
456,Alex Ducas,24,OKC,SG,11,0,4.6,0.6,1.5,.412,0.5,1.2,.462,0.1,0.4,.250,.588,0.0,0.0,,0.3,0.6,0.9,0.1,0.1,0.0,0.1,0.4,1.8,,ducasal01
457,Anthony Gill,32,WAS,PF,35,0,5.7,0.6,1.2,.500,0.1,0.4,.357,0.5,0.8,.571,.560,0.5,0.8,.607,0.2,0.7,0.8,0.2,0.2,0.0,0.2,0.5,1.8,,gillan01
458,Ariel Hukporti,22,NYK,C,19,0,7.8,0.7,1.1,.700,0.0,0.0,,0.7,1.1,.700,.700,0.3,0.6,.545,0.4,1.5,1.8,0.4,0.0,0.6,0.6,1.0,1.8,,hukpoar01
459,Karlo Matković,23,NOP,PF,12,0,9.8,0.8,1.9,.391,0.2,0.4,.400,0.6,1.5,.389,.435,0.2,0.2,1.000,1.2,1.8,2.9,0.7,0.5,0.8,0.8,1.4,1.8,,matkoka01
460,Zeke Nnaji,24,DEN,PF,29,1,6.0,0.8,1.6,.489,0.1,0.5,.133,0.7,1.1,.656,.511,0.1,0.2,.429,0.2,0.6,0.7,0.1,0.1,0.3,0.2,0.6,1.8,,nnajize01
461,Enrique Freeman,24,IND,PF,19,1,7.3,0.6,1.3,.480,0.1,0.3,.167,0.6,1.0,.579,.500,0.4,0.7,.538,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,,freemen01
462,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,.227,0.3,1.9,.154,0.4,1.3,.333,.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,,morrima02
463,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,.353,0.2,0.7,.316,0.2,0.6,.400,.441,0.6,0.8,.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,,sprinja01
464,Tristan Thompson,33,CLE,C,25,0,8.0,0.8,1.8,.432,0.0,0.1,.000,0.8,1.6,.463,.432,0.2,0.9,.227,0.7,2.3,3.0,0.7,0.0,0.3,0.4,1.0,1.7,,thomptr01
465,Keshad Johnson,23,MIA,SF,10,0,5.7,0.7,1.2,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.1,0.6,.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,,johnske10
466,Bryce McGowens,22,POR,SG,8,0,2.6,0.5,0.9,.571,0.0,0.3,.000,0.5,0.6,.800,.571,0.6,0.8,.833,0.1,0.0,0.1,0.1,0.1,0.0,0.4,0.3,1.6,,mcgowbr01
467,Leonard Miller,21,MIN,SF,5,0,3.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,1.2,1.2,1.000,0.6,1.0,1.6,0.0,0.2,0.0,0.4,0.4,1.6,,millele01
468,Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,.609,0.0,0.0,,0.7,1.2,.609,.609,0.2,0.3,.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,,simsje01
469,Armel Traoré,22,LAL,SF,9,0,7.4,0.7,2.1,.316,0.0,0.8,.000,0.7,1.3,.500,.316,0.2,0.8,.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,,armeltr01
470,Jordan Walsh,20,BOS,PF,34,1,7.9,0.6,1.6,.352,0.3,1.1,.289,0.2,0.5,.500,.454,0.1,0.3,.500,0.4,0.7,1.1,0.3,0.2,0.2,0.2,0.5,1.6,,walshjo01
